Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
Fri Jan 18 2002,10:30p,Cleveland Cavaliers,103,Los Angeles Clippers,109,Box Score,,17798,
Sat Jan 19 2002,1:00p,Los Angeles Lakers,98,San Antonio Spurs,81,Box Score,,33544,
Sat Jan 19 2002,4:00p,New York Knicks,89,Philadelphia 76ers,97,Box Score,,20697,
Sat Jan 19 2002,7:00p,Milwaukee Bucks,116,Atlanta Hawks,107,Box Score,,15413,
Sat Jan 19 2002,7:30p,Toronto Raptors,91,Charlotte Hornets,89,Box Score,,16593,
Sat Jan 19 2002,7:30p,Boston Celtics,91,Detroit Pistons,94,Box Score,,22076,
Sat Jan 19 2002,8:00p,Houston Rockets,90,New Jersey Nets,99,Box Score,,15061,
Sat Jan 19 2002,9:00p,Washington Wizards,77,Chicago Bulls,69,Box Score,,23534,
Sat Jan 19 2002,9:00p,Utah Jazz,103,Dallas Mavericks,106,Box Score,,20146,
Sat Jan 19 2002,9:00p,Orlando Magic,119,Memphis Grizzlies,103,Box Score,,17344,
Sat Jan 19 2002,9:00p,Indiana Pacers,88,Miami Heat,100,Box Score,,15689,
Sat Jan 19 2002,10:00p,Los Angeles Clippers,93,Portland Trail Blazers,113,Box Score,,19980,
Sat Jan 19 2002,10:00p,Denver Nuggets,77,Seattle SuperSonics,104,Box Score,,17072,
Sat Jan 19 2002,10:30p,Minnesota Timberwolves,105,Golden State Warriors,102,Box Score,,14283,
Mon Jan 21 2002,1:00p,Charlotte Hornets,111,New York Knicks,68,Box Score,,19763,
Mon Jan 21 2002,2:00p,Houston Rockets,91,Atlanta Hawks,95,Box Score,,11104,
Mon Jan 21 2002,2:00p,Seattle SuperSonics,109,Philadelphia 76ers,98,Box Score,,20773,
Mon Jan 21 2002,3:00p,New Jersey Nets,105,Dallas Mavericks,113,Box Score,,20039,
Mon Jan 21 2002,3:00p,Milwaukee Bucks,97,Detroit Pistons,79,Box Score,,18139,
Mon Jan 21 2002,3:30p,Indiana Pacers,93,Chicago Bulls,81,Box Score,,17248,
Mon Jan 21 2002,4:00p,Utah Jazz,101,Golden State Warriors,99,Box Score,,17237,
Mon Jan 21 2002,6:00p,Washington Wizards,101,Minnesota Timberwolves,105,Box Score,,20320,
Mon Jan 21 2002,7:00p,Miami Heat,95,Cleveland Cavaliers,93,Box Score,OT,11977,
Mon Jan 21 2002,7:30p,Toronto Raptors,97,Boston Celtics,106,Box Score,,16380,
Mon Jan 21 2002,10:00p,Memphis Grizzlies,98,Sacramento Kings,112,Box Score,,17317,
Mon Jan 21 2002,10:30p,Denver Nuggets,89,Los Angeles Clippers,102,Box Score,,16672,
Tue Jan 22 2002,7:30p,Chicago Bulls,79,Miami Heat,92,Box Score,,15058,
Tue Jan 22 2002,7:30p,Atlanta Hawks,86,Orlando Magic,100,Box Score,,12474,
Tue Jan 22 2002,8:00p,Phoenix Suns,92,Milwaukee Bucks,81,Box Score,,17036,
Tue Jan 22 2002,8:00p,Philadelphia 76ers,91,Washington Wizards,84,Box Score,,20674,
Tue Jan 22 2002,8:30p,Dallas Mavericks,113,Houston Rockets,107,Box Score,,11030,
Tue Jan 22 2002,8:30p,New Jersey Nets,92,San Antonio Spurs,86,Box Score,,17701,
Tue Jan 22 2002,10:30p,Denver Nuggets,107,Los Angeles Lakers,91,Box Score,,18997,
Tue Jan 22 2002,10:30p,Sacramento Kings,110,Portland Trail Blazers,116,Box Score,OT,19980,
Wed Jan 23 2002,7:00p,Indiana Pacers,94,Boston Celtics,98,Box Score,,14217,
Wed Jan 23 2002,7:00p,Seattle SuperSonics,101,Charlotte Hornets,111,Box Score,,9638,
Wed Jan 23 2002,7:30p,Minnesota Timberwolves,83,Detroit Pistons,104,Box Score,,14623,
Wed Jan 23 2002,8:00p,New York Knicks,96,Toronto Raptors,92,Box Score,,19800,
Wed Jan 23 2002,9:00p,San Antonio Spurs,98,Utah Jazz,92,Box Score,,19623,
Wed Jan 23 2002,10:30p,Memphis Grizzlies,95,Golden State Warriors,107,Box Score,,10003,
Wed Jan 23 2002,10:30p,Los Angeles Lakers,90,Los Angeles Clippers,95,Box Score,,20309,
Thu Jan 24 2002,7:00p,Cleveland Cavaliers,85,Washington Wizards,94,Box Score,,20674,
Thu Jan 24 2002,7:30p,Phoenix Suns,91,New York Knicks,96,Box Score,,19763,
Thu Jan 24 2002,7:30p,Miami Heat,87,Orlando Magic,92,Box Score,,15021,
Thu Jan 24 2002,8:00p,Seattle SuperSonics,99,Milwaukee Bucks,88,Box Score,,16659,
Thu Jan 24 2002,8:30p,New Jersey Nets,103,Houston Rockets,98,Box Score,,10357,
Thu Jan 24 2002,9:00p,Dallas Mavericks,104,Denver Nuggets,97,Box Score,,16045,
Thu Jan 24 2002,9:00p,Utah Jazz,80,Sacramento Kings,113,Box Score,,17317,
Thu Jan 24 2002,10:00p,Memphis Grizzlies,82,Portland Trail Blazers,120,Box Score,,18740,
Fri Jan 25 2002,7:00p,Charlotte Hornets,81,Indiana Pacers,90,Box Score,,16012,
Fri Jan 25 2002,7:00p,Minnesota Timberwolves,100,Toronto Raptors,107,Box Score,,19800,
Fri Jan 25 2002,7:30p,Detroit Pistons,107,Atlanta Hawks,90,Box Score,,9948,
Fri Jan 25 2002,7:30p,Philadelphia 76ers,106,Boston Celtics,90,Box Score,,18624,
Fri Jan 25 2002,10:30p,San Antonio Spurs,91,Los Angeles Lakers,94,Box Score,,18997,
Sat Jan 26 2002,3:00p,New Jersey Nets,77,Miami Heat,90,Box Score,,15238,
Sat Jan 26 2002,3:00p,New York Knicks,129,Milwaukee Bucks,127,Box Score,2OT,18717,
Sat Jan 26 2002,5:30p,Sacramento Kings,114,Utah Jazz,90,Box Score,,19571,
Sat Jan 26 2002,8:00p,Houston Rockets,111,Charlotte Hornets,104,Box Score,OT,12931,
Sat Jan 26 2002,8:00p,Boston Celtics,108,Cleveland Cavaliers,101,Box Score,,18129,
Sat Jan 26 2002,8:00p,Seattle SuperSonics,95,Indiana Pacers,86,Box Score,,17124,
Sat Jan 26 2002,8:00p,Atlanta Hawks,80,Minnesota Timberwolves,103,Box Score,,19828,
Sat Jan 26 2002,8:00p,Phoenix Suns,102,Washington Wizards,112,Box Score,,20674,
Sat Jan 26 2002,8:30p,Memphis Grizzlies,92,Chicago Bulls,95,Box Score,,18087,
Sat Jan 26 2002,10:30p,San Antonio Spurs,90,Golden State Warriors,82,Box Score,,18328,
Sat Jan 26 2002,10:30p,Dallas Mavericks,133,Los Angeles Clippers,112,Box Score,,19311,
Sun Jan 27 2002,12:00p,Los Angeles Lakers,87,Philadelphia 76ers,93,Box Score,,20909,
Sun Jan 27 2002,2:30p,Orlando Magic,97,Toronto Raptors,106,Box Score,,19800,
Mon Jan 28 2002,8:00p,Los Angeles Clippers,115,Memphis Grizzlies,119,Box Score,OT,11278,
Mon Jan 28 2002,9:00p,Miami Heat,89,Utah Jazz,101,Box Score,,18808,
Tue Jan 29 2002,7:00p,Minnesota Timberwolves,81,Cleveland Cavaliers,114,Box Score,,14783,
Tue Jan 29 2002,7:00p,Detroit Pistons,89,Washington Wizards,86,Box Score,,20674,
Tue Jan 29 2002,7:30p,Los Angeles Lakers,127,Atlanta Hawks,93,Box Score,,19742,
Tue Jan 29 2002,7:30p,Philadelphia 76ers,71,New York Knicks,78,Box Score,,19763,
Tue Jan 29 2002,8:00p,Los Angeles Clippers,117,Dallas Mavericks,100,Box Score,,19948,
Tue Jan 29 2002,8:00p,Boston Celtics,90,Milwaukee Bucks,109,Box Score,,17466,
Tue Jan 29 2002,8:30p,Golden State Warriors,96,Houston Rockets,100,Box Score,OT,10426,
Tue Jan 29 2002,8:30p,Charlotte Hornets,78,San Antonio Spurs,73,Box Score,,16624,
Tue Jan 29 2002,9:00p,Miami Heat,100,Denver Nuggets,94,Box Score,OT,15492,
Tue Jan 29 2002,9:00p,Chicago Bulls,90,Phoenix Suns,91,Box Score,,13745,
Tue Jan 29 2002,10:00p,Portland Trail Blazers,92,Seattle SuperSonics,86,Box Score,,16853,
Wed Jan 30 2002,7:00p,Memphis Grizzlies,82,Indiana Pacers,83,Box Score,,16445,
Wed Jan 30 2002,7:00p,Minnesota Timberwolves,91,Philadelphia 76ers,96,Box Score,,20436,
Wed Jan 30 2002,7:30p,Atlanta Hawks,71,Detroit Pistons,88,Box Score,,12333,
Wed Jan 30 2002,8:00p,Los Angeles Lakers,111,Orlando Magic,93,Box Score,,17248,
Wed Jan 30 2002,9:00p,Chicago Bulls,78,Utah Jazz,90,Box Score,,18871,
Thu Jan 31 2002,7:00p,Washington Wizards,93,Cleveland Cavaliers,92,Box Score,,20562,
Thu Jan 31 2002,7:30p,Milwaukee Bucks,100,New Jersey Nets,125,Box Score,,13852,
Thu Jan 31 2002,8:00p,Boston Celtics,92,Toronto Raptors,97,Box Score,,19800,
Thu Jan 31 2002,8:30p,Los Angeles Clippers,91,San Antonio Spurs,87,Box Score,,17288,
Thu Jan 31 2002,9:00p,Houston Rockets,91,Dallas Mavericks,95,Box Score,,19939,
Thu Jan 31 2002,10:00p,Phoenix Suns,97,Portland Trail Blazers,105,Box Score,,19493,
Thu Jan 31 2002,10:00p,Sacramento Kings,99,Seattle SuperSonics,95,Box Score,,17072,
Fri Feb 1 2002,7:00p,New York Knicks,87,Indiana Pacers,92,Box Score,,18345,
Fri Feb 1 2002,7:00p,Atlanta Hawks,90,Washington Wizards,97,Box Score,,20674,
Fri Feb 1 2002,7:30p,Minnesota Timberwolves,98,Boston Celtics,95,Box Score,OT,18624,
Fri Feb 1 2002,7:30p,San Antonio Spurs,83,Miami Heat,88,Box Score,,15658,
Fri Feb 1 2002,8:00p,Orlando Magic,85,Detroit Pistons,83,Box Score,,19627,
Fri Feb 1 2002,8:00p,Los Angeles Lakers,100,Memphis Grizzlies,85,Box Score,,19405,
Fri Feb 1 2002,8:30p,Charlotte Hornets,73,Houston Rockets,72,Box Score,,11004,
Fri Feb 1 2002,9:00p,Golden State Warriors,98,Phoenix Suns,104,Box Score,,18733,
Fri Feb 1 2002,10:00p,Denver Nuggets,96,Sacramento Kings,132,Box Score,,17317,
Sat Feb 2 2002,12:30p,Toronto Raptors,91,New Jersey Nets,98,Box Score,,20049,
Sat Feb 2 2002,3:00p,Portland Trail Blazers,96,Utah Jazz,97,Box Score,,18847,
Sat Feb 2 2002,5:30p,Philadelphia 76ers,86,Milwaukee Bucks,81,Box Score,,18717,
Sat Feb 2 2002,8:00p,Los Angeles Clippers,94,Atlanta Hawks,101,Box Score,,14994,
Sat Feb 2 2002,8:00p,Detroit Pistons,115,Cleveland Cavaliers,107,Box Score,,17476,
Sat Feb 2 2002,8:00p,Chicago Bulls,97,Seattle SuperSonics,91,Box Score,,16191,
Sun Feb 3 2002,12:00p,Miami Heat,94,New York Knicks,83,Box Score,,19763,
Sun Feb 3 2002,12:00p,San Antonio Spurs,105,Orlando Magic,98,Box Score,OT,15072,
Sun Feb 3 2002,12:00p,Indiana Pacers,89,Washington Wizards,109,Box Score,,20674,
Sun Feb 3 2002,2:30p,Los Angeles Lakers,101,Dallas Mavericks,94,Box Score,,20179,
Sun Feb 3 2002,2:30p,Sacramento Kings,112,Minnesota Timberwolves,107,Box Score,,19006,
Sun Feb 3 2002,3:00p,Charlotte Hornets,97,Memphis Grizzlies,79,Box Score,,14827,
Sun Feb 3 2002,7:30p,Los Angeles Clippers,91,Boston Celtics,104,Box Score,,15025,
Sun Feb 3 2002,9:00p,Phoenix Suns,98,Golden State Warriors,97,Box Score,,9326,
Sun Feb 3 2002,10:00p,Chicago Bulls,96,Portland Trail Blazers,101,Box Score,,19150,
Mon Feb 4 2002,7:30p,Sacramento Kings,83,New Jersey Nets,117,Box Score,,14840,
Mon Feb 4 2002,7:30p,Toronto Raptors,100,Philadelphia 76ers,93,Box Score,,20512,
Mon Feb 4 2002,8:30p,Utah Jazz,97,Houston Rockets,104,Box Score,,10851,
Mon Feb 4 2002,8:30p,Minnesota Timberwolves,83,San Antonio Spurs,113,Box Score,,17809,
Tue Feb 5 2002,7:00p,Boston Celtics,82,Charlotte Hornets,79,Box Score,,10903,
Tue Feb 5 2002,7:30p,Philadelphia 76ers,82,Detroit Pistons,86,Box Score,,20378,
Tue Feb 5 2002,7:30p,Atlanta Hawks,76,Miami Heat,73,Box Score,,15213,
Tue Feb 5 2002,7:30p,Los Angeles Clippers,112,New York Knicks,110,Box Score,,19763,
Tue Feb 5 2002,7:30p,Cleveland Cavaliers,98,Orlando Magic,106,Box Score,,15118,
Tue Feb 5 2002,8:00p,Dallas Mavericks,141,Indiana Pacers,140,Box Score,2OT,15530,
Tue Feb 5 2002,8:00p,Utah Jazz,79,Memphis Grizzlies,86,Box Score,,12216,
Tue Feb 5 2002,8:00p,Toronto Raptors,94,Washington Wizards,99,Box Score,,20674,
Tue Feb 5 2002,9:00p,Portland Trail Blazers,96,Denver Nuggets,97,Box Score,,16539,
Tue Feb 5 2002,10:30p,Seattle SuperSonics,113,Golden State Warriors,87,Box Score,,11710,
Wed Feb 6 2002,7:00p,Sacramento Kings,102,Boston Celtics,85,Box Score,,15621,
Wed Feb 6 2002,7:00p,Houston Rockets,109,Cleveland Cavaliers,111,Box Score,,12442,
Wed Feb 6 2002,7:30p,Dallas Mavericks,112,New Jersey Nets,100,Box Score,,16179,
Wed Feb 6 2002,8:00p,Portland Trail Blazers,103,Minnesota Timberwolves,113,Box Score,,16233,
Wed Feb 6 2002,10:00p,Phoenix Suns,79,Seattle SuperSonics,90,Box Score,,15124,
Wed Feb 6 2002,10:30p,Chicago Bulls,97,Los Angeles Lakers,89,Box Score,,18997,
Thu Feb 7 2002,7:00p,Philadelphia 76ers,100,Charlotte Hornets,93,Box Score,,15510,
Thu Feb 7 2002,7:00p,Sacramento Kings,101,Washington Wizards,108,Box Score,,20674,
Thu Feb 7 2002,7:30p,Los Angeles Clippers,92,Detroit Pistons,105,Box Score,,15146,
Thu Feb 7 2002,7:30p,Atlanta Hawks,89,New York Knicks,92,Box Score,,19763,
Thu Feb 7 2002,8:00p,Memphis Grizzlies,103,Milwaukee Bucks,107,Box Score,,17726,
Thu Feb 7 2002,8:00p,San Antonio Spurs,74,Toronto Raptors,80,Box Score,OT,19800,
Tue Feb 12 2002,7:00p,Toronto Raptors,81,Cleveland Cavaliers,99,Box Score,,15589,
Tue Feb 12 2002,7:00p,Utah Jazz,98,Indiana Pacers,82,Box Score,,16278,
Tue Feb 12 2002,7:30p,New Jersey Nets,103,Atlanta Hawks,105,Box Score,,9176,
Tue Feb 12 2002,7:30p,Phoenix Suns,99,Detroit Pistons,71,Box Score,,13952,
Tue Feb 12 2002,8:00p,New York Knicks,114,Orlando Magic,122,Box Score,,14257,
Tue Feb 12 2002,8:30p,Milwaukee Bucks,92,Chicago Bulls,96,Box Score,,17624,
Tue Feb 12 2002,8:30p,Memphis Grizzlies,78,Houston Rockets,85,Box Score,,10291,
Tue Feb 12 2002,9:00p,Boston Celtics,110,Denver Nuggets,93,Box Score,,14193,
Tue Feb 12 2002,10:00p,Dallas Mavericks,112,Seattle SuperSonics,106,Box Score,,14405,
Tue Feb 12 2002,10:30p,Washington Wizards,94,Los Angeles Lakers,103,Box Score,,18997,
Tue Feb 12 2002,10:30p,San Antonio Spurs,86,Sacramento Kings,99,Box Score,,17317,
Wed Feb 13 2002,7:00p,Chicago Bulls,91,Charlotte Hornets,113,Box Score,,9544,
Wed Feb 13 2002,7:30p,Orlando Magic,95,Miami Heat,112,Box Score,,16500,
Wed Feb 13 2002,7:30p,Toronto Raptors,82,New York Knicks,89,Box Score,,19763,
Wed Feb 13 2002,8:00p,Cleveland Cavaliers,115,Milwaukee Bucks,107,Box Score,,15836,
Wed Feb 13 2002,8:00p,Phoenix Suns,92,Minnesota Timberwolves,107,Box Score,,18701,
Wed Feb 13 2002,10:00p,Dallas Mavericks,103,Portland Trail Blazers,114,Box Score,,19341,
Wed Feb 13 2002,10:30p,Boston Celtics,75,Golden State Warriors,92,Box Score,,14200,
Thu Feb 14 2002,7:30p,Detroit Pistons,85,New Jersey Nets,80,Box Score,,9137,
Thu Feb 14 2002,8:00p,Denver Nuggets,100,Memphis Grizzlies,85,Box Score,,12867,
Thu Feb 14 2002,8:00p,Utah Jazz,98,Philadelphia 76ers,91,Box Score,,20765,
Thu Feb 14 2002,9:00p,Washington Wizards,93,Sacramento Kings,109,Box Score,,17317,
Thu Feb 14 2002,10:00p,Los Angeles Lakers,92,Seattle SuperSonics,87,Box Score,,17072,
Thu Feb 14 2002,10:30p,San Antonio Spurs,89,Los Angeles Clippers,76,Box Score,,18964,
Fri Feb 15 2002,7:00p,Utah Jazz,94,Toronto Raptors,85,Box Score,,19800,
Fri Feb 15 2002,7:30p,Indiana Pacers,106,Charlotte Hornets,116,Box Score,,13732,
Fri Feb 15 2002,7:30p,Detroit Pistons,101,New York Knicks,90,Box Score,,19763,
Fri Feb 15 2002,8:00p,Denver Nuggets,99,Minnesota Timberwolves,98,Box Score,,19669,
Fri Feb 15 2002,8:30p,New Jersey Nets,106,Chicago Bulls,81,Box Score,,19505,
Fri Feb 15 2002,8:30p,Miami Heat,90,Milwaukee Bucks,88,Box Score,OT,18717,
Fri Feb 15 2002,9:00p,Washington Wizards,97,Phoenix Suns,96,Box Score,,19023,
Fri Feb 15 2002,10:00p,Boston Celtics,107,Portland Trail Blazers,104,Box Score,,19372,
Fri Feb 15 2002,10:30p,San Antonio Spurs,108,Golden State Warriors,99,Box Score,,14187,
Fri Feb 15 2002,10:30p,Atlanta Hawks,93,Los Angeles Lakers,90,Box Score,,18997,
Sat Feb 16 2002,8:30p,Cleveland Cavaliers,114,Chicago Bulls,101,Box Score,,18012,
Sat Feb 16 2002,8:30p,Orlando Magic,109,Houston Rockets,100,Box Score,,13050,
Sat Feb 16 2002,10:00p,Boston Celtics,79,Seattle SuperSonics,99,Box Score,,17072,
Sat Feb 16 2002,10:30p,Dallas Mavericks,110,Los Angeles Clippers,119,Box Score,,19120,
Sun Feb 17 2002,1:00p,Denver Nuggets,77,New Jersey Nets,98,Box Score,,12866,
Sun Feb 17 2002,2:00p,Memphis Grizzlies,92,Charlotte Hornets,78,Box Score,,9952,
Sun Feb 17 2002,2:00p,Philadelphia 76ers,76,Indiana Pacers,86,Box Score,,18345,
Sun Feb 17 2002,2:00p,Milwaukee Bucks,91,Toronto Raptors,86,Box Score,,19800,
Sun Feb 17 2002,3:30p,Miami Heat,80,Minnesota Timberwolves,93,Box Score,,19279,
Sun Feb 17 2002,4:30p,Los Angeles Lakers,105,Portland Trail Blazers,111,Box Score,,20580,
Sun Feb 17 2002,7:00p,Utah Jazz,92,New York Knicks,89,Box Score,,19763,
Sun Feb 17 2002,8:00p,Dallas Mavericks,105,Phoenix Suns,92,Box Score,,16809,
Sun Feb 17 2002,9:00p,Atlanta Hawks,100,Golden State Warriors,94,Box Score,,14567,
Sun Feb 17 2002,9:00p,Seattle SuperSonics,126,Sacramento Kings,116,Box Score,,17317,
Mon Feb 18 2002,1:00p,Houston Rockets,102,Washington Wizards,89,Box Score,,20674,
Mon Feb 18 2002,7:00p,Utah Jazz,103,Cleveland Cavaliers,92,Box Score,,12773,
Mon Feb 18 2002,7:00p,Denver Nuggets,83,Philadelphia 76ers,110,Box Score,,20471,
Mon Feb 18 2002,7:30p,Toronto Raptors,76,Detroit Pistons,89,Box Score,,18491,
Mon Feb 18 2002,7:30p,Chicago Bulls,80,Miami Heat,102,Box Score,,15325,
Mon Feb 18 2002,8:00p,Charlotte Hornets,101,Milwaukee Bucks,92,Box Score,,16368,
Mon Feb 18 2002,10:30p,Portland Trail Blazers,80,Los Angeles Clippers,79,Box Score,,19423,
Tue Feb 19 2002,7:30p,Golden State Warriors,115,New Jersey Nets,123,Box Score,,9184,
Tue Feb 19 2002,8:00p,Minnesota Timberwolves,117,Dallas Mavericks,100,Box Score,,20035,
Tue Feb 19 2002,8:30p,Memphis Grizzlies,93,San Antonio Spurs,99,Box Score,OT,16229,
Tue Feb 19 2002,9:00p,Seattle SuperSonics,103,Phoenix Suns,91,Box Score,,14716,
Tue Feb 19 2002,10:00p,Atlanta Hawks,79,Sacramento Kings,99,Box Score,,17317,
Tue Feb 19 2002,10:30p,Boston Celtics,109,Los Angeles Lakers,108,Box Score,,18997,
Wed Feb 20 2002,7:00p,Golden State Warriors,107,Philadelphia 76ers,114,Box Score,,20380,
Wed Feb 20 2002,7:30p,Washington Wizards,90,Detroit Pistons,97,Box Score,,22076,
Wed Feb 20 2002,7:30p,Los Angeles Clippers,81,Miami Heat,71,Box Score,,15423,
Wed Feb 20 2002,8:00p,Houston Rockets,76,Milwaukee Bucks,115,Box Score,,15642,
Wed Feb 20 2002,8:00p,Charlotte Hornets,78,Toronto Raptors,77,Box Score,,19800,
Wed Feb 20 2002,8:30p,New York Knicks,109,Chicago Bulls,113,Box Score,,19303,
Wed Feb 20 2002,9:00p,Utah Jazz,110,Denver Nuggets,99,Box Score,,15920,
Wed Feb 20 2002,10:00p,Portland Trail Blazers,90,Seattle SuperSonics,84,Box Score,,17072,
Thu Feb 21 2002,7:00p,Los Angeles Lakers,104,Cleveland Cavaliers,97,Box Score,,20562,
Thu Feb 21 2002,7:00p,New Jersey Nets,93,Washington Wizards,82,Box Score,,20674,
Thu Feb 21 2002,7:30p,Los Angeles Clippers,102,Orlando Magic,119,Box Score,,14143,
Thu Feb 21 2002,8:00p,Phoenix Suns,78,Memphis Grizzlies,72,Box Score,,13417,
Thu Feb 21 2002,8:30p,Boston Celtics,92,Dallas Mavericks,98,Box Score,,20013,
Thu Feb 21 2002,8:30p,Minnesota Timberwolves,83,Houston Rockets,89,Box Score,,12620,
Thu Feb 21 2002,9:00p,Sacramento Kings,92,San Antonio Spurs,115,Box Score,,18594,
Thu Feb 21 2002,10:00p,Atlanta Hawks,79,Portland Trail Blazers,94,Box Score,,18858,
Fri Feb 22 2002,7:00p,Cleveland Cavaliers,103,Indiana Pacers,93,Box Score,,16241,
Fri Feb 22 2002,7:00p,Detroit Pistons,80,Toronto Raptors,72,Box Score,,19800,
Fri Feb 22 2002,7:30p,Los Angeles Lakers,96,Charlotte Hornets,94,Box Score,,23799,
Fri Feb 22 2002,7:30p,New York Knicks,93,New Jersey Nets,115,Box Score,,20049,
Fri Feb 22 2002,8:30p,Phoenix Suns,83,Chicago Bulls,91,Box Score,,18381,
Fri Feb 22 2002,8:30p,Golden State Warriors,112,Milwaukee Bucks,116,Box Score,,18717,
Fri Feb 22 2002,10:00p,Atlanta Hawks,96,Seattle SuperSonics,99,Box Score,,14619,
Sat Feb 23 2002,5:30p,Sacramento Kings,97,Dallas Mavericks,111,Box Score,,20181,
Sat Feb 23 2002,5:30p,Philadelphia 76ers,87,Orlando Magic,105,Box Score,,17248,
Sat Feb 23 2002,8:00p,Los Angeles Clippers,88,Indiana Pacers,106,Box Score,,18345,
Sat Feb 23 2002,8:00p,Miami Heat,97,Washington Wizards,95,Box Score,,20674,
Sat Feb 23 2002,8:30p,Golden State Warriors,91,Chicago Bulls,105,Box Score,,18689,
Sat Feb 23 2002,8:30p,Boston Celtics,89,Houston Rockets,99,Box Score,,12096,
Sat Feb 23 2002,8:30p,Minnesota Timberwolves,112,San Antonio Spurs,88,Box Score,,34735,
Sat Feb 23 2002,10:00p,Denver Nuggets,90,Portland Trail Blazers,101,Box Score,,19146,
Sun Feb 24 2002,12:00p,Los Angeles Lakers,107,New York Knicks,91,Box Score,,19763,
Sun Feb 24 2002,3:00p,Detroit Pistons,82,Milwaukee Bucks,89,Box Score,,18717,
Sun Feb 24 2002,3:00p,Charlotte Hornets,93,New Jersey Nets,95,Box Score,,15516,
Sun Feb 24 2002,6:00p,Seattle SuperSonics,101,Toronto Raptors,92,Box Score,,19800,
Sun Feb 24 2002,7:00p,Orlando Magic,96,Cleveland Cavaliers,111,Box Score,,16092,
Sun Feb 24 2002,7:30p,Washington Wizards,80,Miami Heat,92,Box Score,,19600,
Sun Feb 24 2002,8:00p,San Antonio Spurs,83,Phoenix Suns,92,Box Score,,15836,
Sun Feb 24 2002,9:00p,Atlanta Hawks,89,Denver Nuggets,84,Box Score,,15424,
Mon Feb 25 2002,7:00p,Minnesota Timberwolves,97,Charlotte Hornets,92,Box Score,,11222,
Mon Feb 25 2002,7:00p,Portland Trail Blazers,88,Philadelphia 76ers,83,Box Score,,20284,
Mon Feb 25 2002,8:00p,Los Angeles Clippers,90,Memphis Grizzlies,77,Box Score,,11878,
Mon Feb 25 2002,10:30p,Indiana Pacers,102,Golden State Warriors,97,Box Score,OT,13122,
Tue Feb 26 2002,7:00p,Seattle SuperSonics,109,Cleveland Cavaliers,89,Box Score,,10951,
Tue Feb 26 2002,8:00p,Los Angeles Lakers,99,Milwaukee Bucks,89,Box Score,,18717,
Tue Feb 26 2002,8:30p,Orlando Magic,112,Chicago Bulls,97,Box Score,,20137,
Tue Feb 26 2002,8:30p,Memphis Grizzlies,91,Dallas Mavericks,104,Box Score,,19970,
Tue Feb 26 2002,8:30p,Los Angeles Clippers,94,Houston Rockets,84,Box Score,,10293,
Tue Feb 26 2002,8:30p,Phoenix Suns,91,San Antonio Spurs,99,Box Score,,19013,
Tue Feb 26 2002,10:30p,Utah Jazz,81,Sacramento Kings,107,Box Score,,17317,
Wed Feb 27 2002,7:00p,Milwaukee Bucks,95,Boston Celtics,92,Box Score,,15598,
Wed Feb 27 2002,7:00p,New Jersey Nets,85,Charlotte Hornets,104,Box Score,,8737,
Wed Feb 27 2002,7:00p,Miami Heat,72,Philadelphia 76ers,82,Box Score,,20021,
Wed Feb 27 2002,7:00p,Portland Trail Blazers,105,Washington Wizards,101,Box Score,,20674,
Wed Feb 27 2002,7:30p,Seattle SuperSonics,98,Atlanta Hawks,81,Box Score,,8167,
Wed Feb 27 2002,7:30p,Chicago Bulls,89,Detroit Pistons,101,Box Score,,16154,
Wed Feb 27 2002,8:00p,Los Angeles Lakers,101,Minnesota Timberwolves,112,Box Score,,19769,
Wed Feb 27 2002,8:00p,Orlando Magic,90,Toronto Raptors,85,Box Score,,19800,
Wed Feb 27 2002,10:30p,Denver Nuggets,93,Golden State Warriors,110,Box Score,,11517,
Thu Feb 28 2002,7:00p,San Antonio Spurs,107,Cleveland Cavaliers,114,Box Score,OT,15481,
Thu Feb 28 2002,8:00p,New York Knicks,86,Miami Heat,100,Box Score,,16500,
Thu Feb 28 2002,9:00p,Indiana Pacers,100,Phoenix Suns,107,Box Score,OT,16095,
Thu Feb 28 2002,9:00p,Memphis Grizzlies,70,Utah Jazz,114,Box Score,,17751,
Fri Mar 1 2002,7:00p,New Jersey Nets,102,Philadelphia 76ers,110,Box Score,,20869,
Fri Mar 1 2002,7:00p,Portland Trail Blazers,91,Toronto Raptors,81,Box Score,,19800,
Fri Mar 1 2002,7:30p,Charlotte Hornets,100,Boston Celtics,87,Box Score,,17872,
Fri Mar 1 2002,7:30p,Seattle SuperSonics,87,New York Knicks,89,Box Score,,19763,
Fri Mar 1 2002,8:00p,Orlando Magic,102,Detroit Pistons,110,Box Score,,22076,
Fri Mar 1 2002,8:00p,San Antonio Spurs,85,Minnesota Timberwolves,77,Box Score,,19799,
Fri Mar 1 2002,8:30p,Washington Wizards,81,Chicago Bulls,90,Box Score,,22623,
Fri Mar 1 2002,9:00p,Memphis Grizzlies,83,Denver Nuggets,96,Box Score,,16177,
Fri Mar 1 2002,10:30p,Sacramento Kings,116,Golden State Warriors,108,Box Score,,19869,
Fri Mar 1 2002,10:30p,Indiana Pacers,84,Los Angeles Lakers,96,Box Score,,18897,
Sat Mar 2 2002,7:00p,Cleveland Cavaliers,81,Atlanta Hawks,84,Box Score,,15878,
