Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
Wed Jan 17 2001,8:00p,Minnesota Timberwolves,89,Utah Jazz,81,Box Score,,18590,
Wed Jan 17 2001,8:30p,Toronto Raptors,98,San Antonio Spurs,91,Box Score,,17044,
Wed Jan 17 2001,9:00p,Vancouver Grizzlies,97,Denver Nuggets,121,Box Score,,12117,
Wed Jan 17 2001,10:30p,Boston Celtics,106,Sacramento Kings,111,Box Score,,17317,
Wed Jan 17 2001,10:30p,Phoenix Suns,89,Seattle SuperSonics,80,Box Score,,17072,
Thu Jan 18 2001,7:00p,Atlanta Hawks,76,Indiana Pacers,84,Box Score,,17411,
Thu Jan 18 2001,8:00p,Orlando Magic,106,Dallas Mavericks,115,Box Score,OT,13355,
Thu Jan 18 2001,8:00p,Miami Heat,74,Portland Trail Blazers,85,Box Score,,20267,
Thu Jan 18 2001,8:30p,Detroit Pistons,116,Chicago Bulls,110,Box Score,,22092,
Thu Jan 18 2001,10:30p,Houston Rockets,112,Golden State Warriors,104,Box Score,,12087,
Thu Jan 18 2001,10:30p,Boston Celtics,82,Los Angeles Clippers,79,Box Score,,12019,
Fri Jan 19 2001,7:00p,New Jersey Nets,86,Philadelphia 76ers,97,Box Score,,20249,
Fri Jan 19 2001,7:00p,Washington Wizards,79,Toronto Raptors,101,Box Score,,19800,
Fri Jan 19 2001,7:30p,Milwaukee Bucks,105,Charlotte Hornets,98,Box Score,,16436,
Fri Jan 19 2001,8:00p,New York Knicks,97,Detroit Pistons,91,Box Score,,16728,
Fri Jan 19 2001,9:00p,Cleveland Cavaliers,88,Denver Nuggets,91,Box Score,,17058,
Fri Jan 19 2001,9:00p,Golden State Warriors,103,Phoenix Suns,95,Box Score,,17438,
Fri Jan 19 2001,10:00p,Minnesota Timberwolves,98,Seattle SuperSonics,93,Box Score,,15515,
Fri Jan 19 2001,10:00p,Miami Heat,97,Vancouver Grizzlies,86,Box Score,,14281,
Fri Jan 19 2001,10:30p,Houston Rockets,101,Los Angeles Lakers,114,Box Score,,18997,
Sat Jan 20 2001,5:30p,Sacramento Kings,111,Portland Trail Blazers,101,Box Score,,20580,
Sat Jan 20 2001,8:00p,Denver Nuggets,79,Dallas Mavericks,97,Box Score,,18187,
Sat Jan 20 2001,8:00p,Chicago Bulls,103,New Jersey Nets,123,Box Score,,13691,
Sat Jan 20 2001,8:00p,Orlando Magic,112,San Antonio Spurs,109,Box Score,OT,31888,
Sun Jan 21 2001,12:00p,Indiana Pacers,87,New York Knicks,74,Box Score,,19763,
Sun Jan 21 2001,1:00p,Atlanta Hawks,90,Washington Wizards,94,Box Score,,12921,
Sun Jan 21 2001,2:30p,Toronto Raptors,110,Philadelphia 76ers,106,Box Score,OT,20583,
Sun Jan 21 2001,2:30p,Phoenix Suns,98,Utah Jazz,109,Box Score,,18991,
Sun Jan 21 2001,3:30p,Minnesota Timberwolves,96,Vancouver Grizzlies,94,Box Score,,13108,
Sun Jan 21 2001,5:00p,Miami Heat,103,Los Angeles Lakers,92,Box Score,,18997,
Sun Jan 21 2001,7:30p,Milwaukee Bucks,102,Detroit Pistons,98,Box Score,,13357,
Sun Jan 21 2001,9:00p,Boston Celtics,91,Golden State Warriors,94,Box Score,,14309,
Sun Jan 21 2001,9:00p,Sacramento Kings,107,Seattle SuperSonics,109,Box Score,,17072,
Mon Jan 22 2001,7:30p,Portland Trail Blazers,58,Cleveland Cavaliers,84,Box Score,,16388,
Tue Jan 23 2001,7:00p,Atlanta Hawks,82,Boston Celtics,83,Box Score,,12927,
Tue Jan 23 2001,7:00p,Charlotte Hornets,95,Washington Wizards,97,Box Score,,11579,
Tue Jan 23 2001,7:30p,Toronto Raptors,111,Orlando Magic,116,Box Score,2OT,16131,
Tue Jan 23 2001,8:00p,Philadelphia 76ers,114,Dallas Mavericks,98,Box Score,,18187,
Tue Jan 23 2001,8:00p,New York Knicks,91,Milwaukee Bucks,105,Box Score,,18717,
Tue Jan 23 2001,8:00p,Phoenix Suns,73,Minnesota Timberwolves,82,Box Score,,19677,
Tue Jan 23 2001,8:00p,Los Angeles Lakers,80,Seattle SuperSonics,91,Box Score,,17072,
Tue Jan 23 2001,8:30p,Portland Trail Blazers,104,Chicago Bulls,100,Box Score,,21467,
Tue Jan 23 2001,8:30p,Vancouver Grizzlies,77,San Antonio Spurs,110,Box Score,,14764,
Tue Jan 23 2001,9:00p,Houston Rockets,100,Denver Nuggets,105,Box Score,,12674,
Tue Jan 23 2001,9:00p,Golden State Warriors,78,Utah Jazz,100,Box Score,,19037,
Tue Jan 23 2001,10:30p,New Jersey Nets,104,Sacramento Kings,130,Box Score,,17317,
Wed Jan 24 2001,7:30p,Chicago Bulls,86,Cleveland Cavaliers,94,Box Score,,15503,
Wed Jan 24 2001,7:30p,Phoenix Suns,106,Detroit Pistons,73,Box Score,,13113,
Wed Jan 24 2001,7:30p,Toronto Raptors,83,Miami Heat,103,Box Score,,16500,
Wed Jan 24 2001,8:00p,New York Knicks,67,Charlotte Hornets,81,Box Score,,14469,
Wed Jan 24 2001,8:30p,Philadelphia 76ers,85,Houston Rockets,84,Box Score,OT,14051,
Wed Jan 24 2001,10:30p,New Jersey Nets,87,Golden State Warriors,109,Box Score,,12008,
Wed Jan 24 2001,10:30p,Seattle SuperSonics,114,Los Angeles Clippers,110,Box Score,OT,13174,
Thu Jan 25 2001,8:00p,Vancouver Grizzlies,83,Dallas Mavericks,120,Box Score,,12690,
Thu Jan 25 2001,8:00p,Portland Trail Blazers,92,Indiana Pacers,82,Box Score,,18345,
Thu Jan 25 2001,8:00p,Orlando Magic,100,Minnesota Timberwolves,109,Box Score,,17345,
Thu Jan 25 2001,9:00p,Denver Nuggets,96,Utah Jazz,98,Box Score,,18993,
Thu Jan 25 2001,10:30p,San Antonio Spurs,97,Sacramento Kings,91,Box Score,,17317,
Fri Jan 26 2001,7:00p,Detroit Pistons,89,Philadelphia 76ers,105,Box Score,,18609,
Fri Jan 26 2001,7:30p,Washington Wizards,106,Atlanta Hawks,99,Box Score,,16428,
Fri Jan 26 2001,7:30p,Phoenix Suns,83,Boston Celtics,99,Box Score,,18203,
Fri Jan 26 2001,8:30p,Vancouver Grizzlies,89,Houston Rockets,106,Box Score,,12316,
Fri Jan 26 2001,10:30p,Seattle SuperSonics,107,Golden State Warriors,105,Box Score,,17723,
Fri Jan 26 2001,10:30p,New Jersey Nets,101,Los Angeles Lakers,113,Box Score,,18997,
Sat Jan 27 2001,3:00p,San Antonio Spurs,99,Utah Jazz,86,Box Score,,19911,
Sat Jan 27 2001,5:30p,Toronto Raptors,90,Chicago Bulls,80,Box Score,,22497,
Sat Jan 27 2001,5:30p,Portland Trail Blazers,80,Minnesota Timberwolves,93,Box Score,,19367,
Sat Jan 27 2001,5:30p,Miami Heat,81,Orlando Magic,59,Box Score,,16286,
Sat Jan 27 2001,8:00p,Houston Rockets,110,Charlotte Hornets,97,Box Score,,16759,
Sat Jan 27 2001,8:00p,Atlanta Hawks,101,Cleveland Cavaliers,90,Box Score,,20562,
Sat Jan 27 2001,8:00p,Phoenix Suns,82,Washington Wizards,89,Box Score,,19212,
Sat Jan 27 2001,8:30p,Detroit Pistons,108,Milwaukee Bucks,103,Box Score,,18717,
Sat Jan 27 2001,9:00p,Dallas Mavericks,100,Denver Nuggets,102,Box Score,,19099,
Sat Jan 27 2001,10:00p,New Jersey Nets,97,Seattle SuperSonics,106,Box Score,,15124,
Sat Jan 27 2001,10:30p,Sacramento Kings,101,Los Angeles Clippers,89,Box Score,,19341,
Sun Jan 28 2001,12:00p,Philadelphia 76ers,86,Indiana Pacers,81,Box Score,,18345,
Sun Jan 28 2001,2:30p,Los Angeles Lakers,81,New York Knicks,91,Box Score,,19763,
Mon Jan 29 2001,7:00p,Detroit Pistons,87,Boston Celtics,99,Box Score,,13537,
Mon Jan 29 2001,7:00p,Cleveland Cavaliers,89,Washington Wizards,95,Box Score,,12721,
Mon Jan 29 2001,7:30p,Phoenix Suns,95,Atlanta Hawks,82,Box Score,,11434,
Mon Jan 29 2001,8:00p,Milwaukee Bucks,96,Minnesota Timberwolves,99,Box Score,,17171,
Mon Jan 29 2001,9:00p,Utah Jazz,97,Denver Nuggets,91,Box Score,,18066,
Mon Jan 29 2001,10:00p,New Jersey Nets,86,Vancouver Grizzlies,97,Box Score,,15475,
Mon Jan 29 2001,10:30p,Charlotte Hornets,93,Golden State Warriors,85,Box Score,,11713,
Mon Jan 29 2001,10:30p,San Antonio Spurs,96,Los Angeles Clippers,67,Box Score,,14721,
Tue Jan 30 2001,7:00p,Philadelphia 76ers,89,Toronto Raptors,96,Box Score,,19800,
Tue Jan 30 2001,7:30p,Los Angeles Lakers,102,Cleveland Cavaliers,96,Box Score,,20053,
Tue Jan 30 2001,8:00p,Indiana Pacers,86,Orlando Magic,93,Box Score,,14019,
Tue Jan 30 2001,8:30p,Miami Heat,103,Houston Rockets,85,Box Score,,11754,
Tue Jan 30 2001,10:00p,Chicago Bulls,81,Portland Trail Blazers,92,Box Score,,19980,
Tue Jan 30 2001,10:00p,Utah Jazz,102,Seattle SuperSonics,88,Box Score,,17072,
Tue Jan 30 2001,10:30p,Golden State Warriors,79,Sacramento Kings,105,Box Score,,17317,
Wed Jan 31 2001,7:00p,Boston Celtics,102,Indiana Pacers,96,Box Score,OT,16701,
Wed Jan 31 2001,7:00p,Orlando Magic,100,Washington Wizards,96,Box Score,,13352,
Wed Jan 31 2001,7:30p,Toronto Raptors,97,Atlanta Hawks,102,Box Score,,12799,
Wed Jan 31 2001,7:30p,Detroit Pistons,112,New Jersey Nets,103,Box Score,,10279,
Wed Jan 31 2001,8:00p,Denver Nuggets,111,Milwaukee Bucks,116,Box Score,,15786,
Wed Jan 31 2001,8:00p,Los Angeles Lakers,83,Minnesota Timberwolves,96,Box Score,,19006,
Wed Jan 31 2001,8:30p,Los Angeles Clippers,70,San Antonio Spurs,92,Box Score,,13738,
Wed Jan 31 2001,9:00p,Vancouver Grizzlies,92,Phoenix Suns,101,Box Score,,16502,
Thu Feb 1 2001,7:30p,Minnesota Timberwolves,90,Cleveland Cavaliers,81,Box Score,,13904,
Thu Feb 1 2001,8:00p,Miami Heat,91,Dallas Mavericks,95,Box Score,OT,14497,
Thu Feb 1 2001,8:00p,Philadelphia 76ers,87,New York Knicks,80,Box Score,,19763,
Thu Feb 1 2001,8:30p,Los Angeles Clippers,101,Houston Rockets,84,Box Score,,11124,
Thu Feb 1 2001,9:00p,Charlotte Hornets,76,Utah Jazz,87,Box Score,,18855,
Thu Feb 1 2001,10:00p,Phoenix Suns,92,Portland Trail Blazers,100,Box Score,,19980,
Thu Feb 1 2001,10:00p,Chicago Bulls,91,Seattle SuperSonics,97,Box Score,,15797,
Fri Feb 2 2001,7:00p,Denver Nuggets,94,Indiana Pacers,103,Box Score,,16701,
Fri Feb 2 2001,7:00p,Orlando Magic,123,Philadelphia 76ers,117,Box Score,2OT,20645,
Fri Feb 2 2001,7:30p,Miami Heat,91,Atlanta Hawks,80,Box Score,,19061,
Fri Feb 2 2001,7:30p,New York Knicks,95,New Jersey Nets,71,Box Score,,20049,
Fri Feb 2 2001,8:00p,Boston Celtics,102,Detroit Pistons,95,Box Score,,15340,
Fri Feb 2 2001,10:30p,Charlotte Hornets,87,Los Angeles Lakers,93,Box Score,,18710,
Fri Feb 2 2001,10:30p,Vancouver Grizzlies,95,Sacramento Kings,105,Box Score,,17317,
Sat Feb 3 2001,7:00p,Minnesota Timberwolves,108,Toronto Raptors,105,Box Score,,19800,
Sat Feb 3 2001,7:00p,Denver Nuggets,105,Washington Wizards,100,Box Score,,13429,
Sat Feb 3 2001,7:30p,Detroit Pistons,88,Cleveland Cavaliers,81,Box Score,OT,19635,
Sat Feb 3 2001,7:30p,Atlanta Hawks,84,Orlando Magic,96,Box Score,,14769,
Sat Feb 3 2001,8:00p,Golden State Warriors,95,Dallas Mavericks,101,Box Score,,18187,
Sat Feb 3 2001,8:30p,Indiana Pacers,85,Milwaukee Bucks,104,Box Score,,17517,
Sat Feb 3 2001,8:30p,Houston Rockets,88,San Antonio Spurs,90,Box Score,,24870,
Sat Feb 3 2001,9:00p,Seattle SuperSonics,91,Utah Jazz,111,Box Score,,19911,
Sat Feb 3 2001,10:00p,Chicago Bulls,84,Vancouver Grizzlies,91,Box Score,,16845,
Sat Feb 3 2001,10:30p,Portland Trail Blazers,89,Los Angeles Clippers,90,Box Score,,19077,
Sun Feb 4 2001,1:00p,New York Knicks,103,Miami Heat,100,Box Score,OT,20058,
Sun Feb 4 2001,3:30p,Sacramento Kings,94,Los Angeles Lakers,100,Box Score,,18997,
Sun Feb 4 2001,6:00p,Cleveland Cavaliers,82,Boston Celtics,103,Box Score,,14638,
Sun Feb 4 2001,6:00p,Philadelphia 76ers,89,New Jersey Nets,96,Box Score,,17764,
Sun Feb 4 2001,8:00p,Charlotte Hornets,82,Phoenix Suns,85,Box Score,,17065,
Mon Feb 5 2001,7:00p,Denver Nuggets,80,Philadelphia 76ers,99,Box Score,,18726,
Mon Feb 5 2001,7:00p,Boston Celtics,98,Toronto Raptors,110,Box Score,,18521,
Mon Feb 5 2001,7:30p,Dallas Mavericks,91,Atlanta Hawks,81,Box Score,,10771,
Mon Feb 5 2001,8:30p,New York Knicks,86,Houston Rockets,100,Box Score,,12632,
Mon Feb 5 2001,8:30p,Golden State Warriors,85,San Antonio Spurs,109,Box Score,,13889,
Mon Feb 5 2001,10:00p,Vancouver Grizzlies,82,Seattle SuperSonics,95,Box Score,,15082,
Mon Feb 5 2001,10:30p,Chicago Bulls,82,Los Angeles Clippers,102,Box Score,,11144,
Tue Feb 6 2001,7:00p,Orlando Magic,109,Charlotte Hornets,83,Box Score,,13867,
Tue Feb 6 2001,7:30p,Denver Nuggets,83,Detroit Pistons,94,Box Score,,11378,
Tue Feb 6 2001,7:30p,Atlanta Hawks,84,New Jersey Nets,90,Box Score,,12339,
Tue Feb 6 2001,8:00p,Indiana Pacers,89,Miami Heat,102,Box Score,,16500,
Tue Feb 6 2001,8:00p,Sacramento Kings,109,Milwaukee Bucks,112,Box Score,,17329,
Tue Feb 6 2001,9:00p,Chicago Bulls,80,Phoenix Suns,97,Box Score,,17197,
Wed Feb 7 2001,7:00p,Milwaukee Bucks,91,Boston Celtics,94,Box Score,,13493,
Wed Feb 7 2001,7:00p,Houston Rockets,112,Philadelphia 76ers,87,Box Score,,17661,
Wed Feb 7 2001,7:30p,San Antonio Spurs,107,Cleveland Cavaliers,89,Box Score,,13324,
Wed Feb 7 2001,7:30p,Dallas Mavericks,93,New York Knicks,96,Box Score,2OT,19763,
Wed Feb 7 2001,7:30p,Washington Wizards,98,Orlando Magic,107,Box Score,,13548,
Wed Feb 7 2001,8:00p,Sacramento Kings,88,Minnesota Timberwolves,117,Box Score,,18274,
Wed Feb 7 2001,10:00p,Seattle SuperSonics,80,Portland Trail Blazers,97,Box Score,,20510,
Wed Feb 7 2001,10:30p,Los Angeles Clippers,88,Golden State Warriors,89,Box Score,,13447,
Wed Feb 7 2001,10:30p,Phoenix Suns,83,Los Angeles Lakers,85,Box Score,,18997,
Wed Feb 7 2001,10:30p,Utah Jazz,92,Vancouver Grizzlies,82,Box Score,,13240,
Thu Feb 8 2001,7:00p,Denver Nuggets,92,Toronto Raptors,99,Box Score,,18041,
Thu Feb 8 2001,7:30p,Atlanta Hawks,84,Charlotte Hornets,101,Box Score,,12484,
Thu Feb 8 2001,7:30p,Houston Rockets,103,Detroit Pistons,90,Box Score,,12678,
Thu Feb 8 2001,8:00p,San Antonio Spurs,97,New Jersey Nets,99,Box Score,,12740,
Tue Feb 13 2001,7:00p,Charlotte Hornets,77,Indiana Pacers,66,Box Score,,16824,
Tue Feb 13 2001,7:30p,Toronto Raptors,120,Cleveland Cavaliers,105,Box Score,,15079,
Tue Feb 13 2001,7:30p,Los Angeles Clippers,99,Miami Heat,101,Box Score,OT,16500,
Tue Feb 13 2001,7:30p,Los Angeles Lakers,113,New Jersey Nets,110,Box Score,OT,20049,
Tue Feb 13 2001,8:00p,Philadelphia 76ers,107,Milwaukee Bucks,104,Box Score,,18717,
Tue Feb 13 2001,8:00p,Sacramento Kings,97,Utah Jazz,94,Box Score,OT,19485,
Tue Feb 13 2001,8:30p,Atlanta Hawks,92,Chicago Bulls,96,Box Score,,21356,
Tue Feb 13 2001,8:30p,Washington Wizards,89,Houston Rockets,99,Box Score,,11384,
Tue Feb 13 2001,8:30p,Dallas Mavericks,92,San Antonio Spurs,104,Box Score,,17705,
Tue Feb 13 2001,9:00p,New York Knicks,77,Denver Nuggets,96,Box Score,,16813,
Tue Feb 13 2001,10:00p,Minnesota Timberwolves,88,Portland Trail Blazers,109,Box Score,,19987,
Tue Feb 13 2001,10:00p,Boston Celtics,98,Vancouver Grizzlies,99,Box Score,,11735,
Tue Feb 13 2001,10:30p,Phoenix Suns,93,Golden State Warriors,83,Box Score,,13414,
Wed Feb 14 2001,7:30p,Milwaukee Bucks,102,Atlanta Hawks,98,Box Score,,11653,
Wed Feb 14 2001,7:30p,New Jersey Nets,86,Detroit Pistons,105,Box Score,,11387,
Wed Feb 14 2001,7:30p,Los Angeles Clippers,101,Orlando Magic,114,Box Score,,13437,
Wed Feb 14 2001,8:00p,Los Angeles Lakers,97,Philadelphia 76ers,112,Box Score,,21005,
Wed Feb 14 2001,9:00p,Minnesota Timberwolves,96,Phoenix Suns,104,Box Score,,17747,
Wed Feb 14 2001,9:00p,New York Knicks,90,Utah Jazz,106,Box Score,,19548,
Thu Feb 15 2001,7:00p,Detroit Pistons,73,Indiana Pacers,82,Box Score,,18345,
Thu Feb 15 2001,8:00p,Miami Heat,98,Toronto Raptors,91,Box Score,OT,19800,
Thu Feb 15 2001,8:30p,Cleveland Cavaliers,81,Dallas Mavericks,102,Box Score,,14265,
Thu Feb 15 2001,8:30p,Washington Wizards,78,San Antonio Spurs,102,Box Score,,14613,
Thu Feb 15 2001,10:00p,Sacramento Kings,81,Portland Trail Blazers,105,Box Score,,20471,
Thu Feb 15 2001,10:00p,Boston Celtics,108,Seattle SuperSonics,88,Box Score,,15387,
Thu Feb 15 2001,10:00p,Golden State Warriors,89,Vancouver Grizzlies,99,Box Score,,10612,
Fri Feb 16 2001,7:00p,Los Angeles Clippers,93,Philadelphia 76ers,108,Box Score,,20592,
Fri Feb 16 2001,7:30p,Los Angeles Lakers,99,Charlotte Hornets,94,Box Score,,19925,
Fri Feb 16 2001,7:30p,New Jersey Nets,104,New York Knicks,114,Box Score,,19763,
Fri Feb 16 2001,7:30p,Houston Rockets,93,Orlando Magic,108,Box Score,,15465,
Fri Feb 16 2001,8:00p,San Antonio Spurs,91,Minnesota Timberwolves,85,Box Score,,18881,
Fri Feb 16 2001,10:30p,Vancouver Grizzlies,92,Golden State Warriors,79,Box Score,,13173,
Fri Feb 16 2001,10:30p,Denver Nuggets,84,Sacramento Kings,117,Box Score,,17317,
Sat Feb 17 2001,8:30p,Miami Heat,82,Chicago Bulls,89,Box Score,,21876,
Sat Feb 17 2001,8:30p,Washington Wizards,105,Dallas Mavericks,112,Box Score,,18187,
Sat Feb 17 2001,8:30p,Cleveland Cavaliers,80,Houston Rockets,92,Box Score,,12706,
Sat Feb 17 2001,8:30p,Charlotte Hornets,103,Milwaukee Bucks,93,Box Score,,18717,
Sat Feb 17 2001,10:00p,Boston Celtics,85,Portland Trail Blazers,81,Box Score,,20580,
Sat Feb 17 2001,10:00p,Atlanta Hawks,101,Seattle SuperSonics,94,Box Score,,16126,
Sun Feb 18 2001,12:30p,Phoenix Suns,98,Philadelphia 76ers,104,Box Score,,20781,
Sun Feb 18 2001,12:30p,San Antonio Spurs,92,Toronto Raptors,74,Box Score,,19800,
Sun Feb 18 2001,1:00p,Los Angeles Clippers,96,New Jersey Nets,102,Box Score,OT,14623,
Sun Feb 18 2001,3:00p,Utah Jazz,94,Sacramento Kings,90,Box Score,,17317,
Sun Feb 18 2001,3:30p,Vancouver Grizzlies,110,Minnesota Timberwolves,102,Box Score,,18693,
Sun Feb 18 2001,5:30p,Los Angeles Lakers,109,Indiana Pacers,110,Box Score,,18345,
Sun Feb 18 2001,7:30p,New York Knicks,88,Orlando Magic,96,Box Score,,17248,
Sun Feb 18 2001,9:00p,Washington Wizards,101,Denver Nuggets,98,Box Score,,15961,
Sun Feb 18 2001,9:00p,Atlanta Hawks,98,Golden State Warriors,91,Box Score,,12341,
Mon Feb 19 2001,7:30p,Chicago Bulls,84,Cleveland Cavaliers,85,Box Score,,14614,
Mon Feb 19 2001,7:30p,Los Angeles Clippers,111,Detroit Pistons,106,Box Score,OT,11858,
Mon Feb 19 2001,8:00p,San Antonio Spurs,98,Milwaukee Bucks,102,Box Score,,16487,
Mon Feb 19 2001,9:00p,Boston Celtics,99,Utah Jazz,114,Box Score,,19448,
Tue Feb 20 2001,6:00p,Golden State Warriors,102,Toronto Raptors,113,Box Score,,18119,
Tue Feb 20 2001,7:00p,Vancouver Grizzlies,116,Washington Wizards,104,Box Score,,12240,
Tue Feb 20 2001,7:30p,Phoenix Suns,110,Orlando Magic,104,Box Score,,13968,
Tue Feb 20 2001,8:00p,Miami Heat,74,New York Knicks,76,Box Score,,19763,
Tue Feb 20 2001,8:30p,Milwaukee Bucks,101,Chicago Bulls,92,Box Score,,21558,
Tue Feb 20 2001,8:30p,Los Angeles Lakers,119,Dallas Mavericks,109,Box Score,,18287,
Tue Feb 20 2001,8:30p,Boston Celtics,84,Houston Rockets,101,Box Score,,11617,
Tue Feb 20 2001,10:00p,Denver Nuggets,94,Portland Trail Blazers,104,Box Score,,19980,
Tue Feb 20 2001,10:30p,Atlanta Hawks,80,Sacramento Kings,94,Box Score,,17317,
Wed Feb 21 2001,7:00p,Vancouver Grizzlies,91,Philadelphia 76ers,107,Box Score,,17944,
Wed Feb 21 2001,7:30p,Los Angeles Clippers,100,Cleveland Cavaliers,94,Box Score,,11231,
Wed Feb 21 2001,7:30p,New York Knicks,85,Detroit Pistons,90,Box Score,,15129,
Wed Feb 21 2001,7:30p,Phoenix Suns,100,Miami Heat,85,Box Score,,16500,
Wed Feb 21 2001,7:30p,Toronto Raptors,111,New Jersey Nets,113,Box Score,,15475,
Wed Feb 21 2001,8:00p,Houston Rockets,89,Minnesota Timberwolves,83,Box Score,,16541,
Wed Feb 21 2001,8:00p,Los Angeles Lakers,101,San Antonio Spurs,99,Box Score,,29849,
Wed Feb 21 2001,10:00p,Denver Nuggets,98,Seattle SuperSonics,127,Box Score,,13040,
Thu Feb 22 2001,7:00p,Sacramento Kings,115,Washington Wizards,110,Box Score,,19911,
Thu Feb 22 2001,7:30p,Golden State Warriors,91,Charlotte Hornets,93,Box Score,,15237,
Thu Feb 22 2001,8:00p,Utah Jazz,90,Portland Trail Blazers,84,Box Score,,20312,
Thu Feb 22 2001,8:30p,Los Angeles Clippers,93,Chicago Bulls,80,Box Score,,21959,
Thu Feb 22 2001,8:30p,Boston Celtics,91,Dallas Mavericks,98,Box Score,,17470,
Fri Feb 23 2001,7:00p,Sacramento Kings,119,Toronto Raptors,118,Box Score,3OT,19800,
Fri Feb 23 2001,7:30p,Indiana Pacers,92,Cleveland Cavaliers,90,Box Score,,19360,
Fri Feb 23 2001,7:30p,Phoenix Suns,88,New York Knicks,84,Box Score,OT,19763,
Fri Feb 23 2001,8:00p,Philadelphia 76ers,99,Detroit Pistons,78,Box Score,,22076,
Fri Feb 23 2001,8:00p,Golden State Warriors,83,Minnesota Timberwolves,122,Box Score,,19006,
Fri Feb 23 2001,8:30p,Orlando Magic,95,Houston Rockets,105,Box Score,,13546,
Fri Feb 23 2001,8:30p,Vancouver Grizzlies,81,Milwaukee Bucks,93,Box Score,,17682,
Fri Feb 23 2001,8:30p,Boston Celtics,82,San Antonio Spurs,100,Box Score,,24996,
Fri Feb 23 2001,10:00p,Utah Jazz,96,Seattle SuperSonics,84,Box Score,,17072,
Fri Feb 23 2001,10:30p,Atlanta Hawks,106,Los Angeles Lakers,113,Box Score,,18997,
Sat Feb 24 2001,7:00p,Toronto Raptors,106,Washington Wizards,99,Box Score,,20674,
Sat Feb 24 2001,7:30p,Philadelphia 76ers,85,Charlotte Hornets,86,Box Score,,19925,
Sat Feb 24 2001,7:30p,New Jersey Nets,70,Miami Heat,75,Box Score,,16500,
Sat Feb 24 2001,8:30p,Vancouver Grizzlies,75,Chicago Bulls,90,Box Score,,21496,
Sat Feb 24 2001,8:30p,San Antonio Spurs,107,Dallas Mavericks,104,Box Score,,18187,
Sat Feb 24 2001,9:00p,Atlanta Hawks,82,Denver Nuggets,85,Box Score,,18977,
Sat Feb 24 2001,10:30p,Portland Trail Blazers,120,Los Angeles Clippers,123,Box Score,2OT,20001,
Sun Feb 25 2001,12:30p,Sacramento Kings,86,New York Knicks,88,Box Score,,19763,
Sun Feb 25 2001,3:00p,Minnesota Timberwolves,100,Indiana Pacers,110,Box Score,,18345,
Sun Feb 25 2001,3:00p,Utah Jazz,80,Phoenix Suns,90,Box Score,,18846,
Sun Feb 25 2001,5:30p,Orlando Magic,100,Los Angeles Lakers,106,Box Score,,18997,
Sun Feb 25 2001,5:30p,Golden State Warriors,95,Milwaukee Bucks,122,Box Score,,18411,
Sun Feb 25 2001,8:00p,Cleveland Cavaliers,101,Detroit Pistons,94,Box Score,,12144,
Sun Feb 25 2001,8:00p,Washington Wizards,91,New Jersey Nets,101,Box Score,,12516,
Mon Feb 26 2001,7:00p,Seattle SuperSonics,82,Boston Celtics,85,Box Score,,15460,
Mon Feb 26 2001,7:00p,Indiana Pacers,72,Charlotte Hornets,82,Box Score,,13001,
Mon Feb 26 2001,7:00p,Milwaukee Bucks,98,Philadelphia 76ers,91,Box Score,,20324,
Mon Feb 26 2001,8:30p,Golden State Warriors,84,Chicago Bulls,78,Box Score,,20024,
Mon Feb 26 2001,8:30p,Portland Trail Blazers,95,Houston Rockets,89,Box Score,,13302,
Mon Feb 26 2001,9:00p,Orlando Magic,93,Denver Nuggets,86,Box Score,,13288,
Mon Feb 26 2001,9:00p,Atlanta Hawks,82,Utah Jazz,99,Box Score,,19784,
Mon Feb 26 2001,10:30p,Dallas Mavericks,103,Los Angeles Clippers,92,Box Score,,13521,
Tue Feb 27 2001,7:00p,Cleveland Cavaliers,89,Toronto Raptors,101,Box Score,,17202,
Tue Feb 27 2001,7:30p,Washington Wizards,95,Miami Heat,103,Box Score,,15623,
Tue Feb 27 2001,8:00p,Seattle SuperSonics,92,New York Knicks,101,Box Score,,19763,
Tue Feb 27 2001,8:30p,Portland Trail Blazers,95,San Antonio Spurs,87,Box Score,,20323,
Tue Feb 27 2001,10:00p,Dallas Mavericks,116,Vancouver Grizzlies,112,Box Score,,12977,
Tue Feb 27 2001,10:30p,Los Angeles Clippers,93,Sacramento Kings,106,Box Score,OT,17317,
Wed Feb 28 2001,7:00p,Milwaukee Bucks,86,Indiana Pacers,99,Box Score,,17259,
Wed Feb 28 2001,7:30p,Toronto Raptors,95,Atlanta Hawks,88,Box Score,,14159,
Wed Feb 28 2001,7:30p,New Jersey Nets,88,Charlotte Hornets,91,Box Score,,12802,
Wed Feb 28 2001,8:00p,Detroit Pistons,100,Minnesota Timberwolves,111,Box Score,,16273,
Wed Feb 28 2001,8:00p,Miami Heat,69,Philadelphia 76ers,79,Box Score,,20562,
Wed Feb 28 2001,8:30p,Houston Rockets,95,Chicago Bulls,78,Box Score,,20890,
Wed Feb 28 2001,9:00p,Vancouver Grizzlies,83,Utah Jazz,101,Box Score,,19452,
Wed Feb 28 2001,10:30p,Los Angeles Lakers,101,Denver Nuggets,107,Box Score,,19566,
Wed Feb 28 2001,10:30p,Sacramento Kings,122,Golden State Warriors,101,Box Score,,19107,
