Date,Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
Wed Mar 15 2000,Los Angeles Clippers,78,Sacramento Kings,98,Box Score,,17317,
Thu Mar 16 2000,Utah Jazz,107,Cleveland Cavaliers,86,Box Score,,14086,
Thu Mar 16 2000,Philadelphia 76ers,77,Miami Heat,92,Box Score,,19600,
Thu Mar 16 2000,Houston Rockets,96,Milwaukee Bucks,106,Box Score,,13658,
Thu Mar 16 2000,Minnesota Timberwolves,96,Portland Trail Blazers,92,Box Score,,20060,
Thu Mar 16 2000,Dallas Mavericks,110,San Antonio Spurs,88,Box Score,,23592,
Thu Mar 16 2000,Vancouver Grizzlies,103,Seattle SuperSonics,117,Box Score,,13070,
Thu Mar 16 2000,Los Angeles Lakers,102,Washington Wizards,109,Box Score,,20674,
Fri Mar 17 2000,Boston Celtics,114,Atlanta Hawks,90,Box Score,,11621,
Fri Mar 17 2000,New York Knicks,118,Charlotte Hornets,99,Box Score,,23799,
Fri Mar 17 2000,Golden State Warriors,95,Chicago Bulls,92,Box Score,2OT,21898,
Fri Mar 17 2000,Los Angeles Clippers,87,Denver Nuggets,114,Box Score,,16336,
Fri Mar 17 2000,Los Angeles Lakers,110,Detroit Pistons,82,Box Score,,22076,
Fri Mar 17 2000,Houston Rockets,102,Indiana Pacers,111,Box Score,,18345,
Fri Mar 17 2000,Utah Jazz,97,Philadelphia 76ers,99,Box Score,,20705,
Fri Mar 17 2000,Orlando Magic,91,Toronto Raptors,95,Box Score,,19985,
Fri Mar 17 2000,Phoenix Suns,101,Vancouver Grizzlies,86,Box Score,,14255,
Sat Mar 18 2000,Miami Heat,92,Cleveland Cavaliers,90,Box Score,OT,20562,
Sat Mar 18 2000,Boston Celtics,104,Dallas Mavericks,99,Box Score,,17102,
Sat Mar 18 2000,Charlotte Hornets,99,Indiana Pacers,113,Box Score,,18345,
Sat Mar 18 2000,Sacramento Kings,104,Los Angeles Clippers,83,Box Score,,18964,
Sat Mar 18 2000,Milwaukee Bucks,90,New Jersey Nets,92,Box Score,OT,16519,
Sat Mar 18 2000,Denver Nuggets,82,San Antonio Spurs,102,Box Score,,24460,
Sat Mar 18 2000,Portland Trail Blazers,97,Seattle SuperSonics,96,Box Score,,17072,
Sat Mar 18 2000,Chicago Bulls,88,Washington Wizards,101,Box Score,,20674,
Sun Mar 19 2000,Dallas Mavericks,89,Atlanta Hawks,85,Box Score,,10377,
Sun Mar 19 2000,Phoenix Suns,99,Golden State Warriors,82,Box Score,,12837,
Sun Mar 19 2000,Milwaukee Bucks,82,Minnesota Timberwolves,109,Box Score,,15551,
Sun Mar 19 2000,Utah Jazz,92,New Jersey Nets,88,Box Score,,16103,
Sun Mar 19 2000,Los Angeles Lakers,92,New York Knicks,85,Box Score,,19763,
Sun Mar 19 2000,Orlando Magic,85,Philadelphia 76ers,89,Box Score,,20214,
Sun Mar 19 2000,Houston Rockets,98,Toronto Raptors,100,Box Score,,19876,
Sun Mar 19 2000,Detroit Pistons,101,Vancouver Grizzlies,99,Box Score,,15240,
Mon Mar 20 2000,Philadelphia 76ers,102,Charlotte Hornets,96,Box Score,,16281,
Mon Mar 20 2000,Orlando Magic,88,Chicago Bulls,86,Box Score,OT,21813,
Mon Mar 20 2000,Houston Rockets,85,Cleveland Cavaliers,98,Box Score,,13241,
Mon Mar 20 2000,Washington Wizards,105,Los Angeles Clippers,93,Box Score,,11443,
Mon Mar 20 2000,Los Angeles Lakers,100,Miami Heat,89,Box Score,,20075,
Mon Mar 20 2000,Boston Celtics,106,Phoenix Suns,110,Box Score,,19023,
Tue Mar 21 2000,Miami Heat,77,Atlanta Hawks,82,Box Score,,10175,
Tue Mar 21 2000,San Antonio Spurs,96,Dallas Mavericks,97,Box Score,,15578,
Tue Mar 21 2000,New York Knicks,91,Indiana Pacers,95,Box Score,,18345,
Tue Mar 21 2000,Cleveland Cavaliers,107,Minnesota Timberwolves,111,Box Score,OT,13404,
Tue Mar 21 2000,Washington Wizards,86,Sacramento Kings,98,Box Score,,17317,
Tue Mar 21 2000,Detroit Pistons,100,Seattle SuperSonics,90,Box Score,,15730,
Tue Mar 21 2000,New Jersey Nets,100,Toronto Raptors,93,Box Score,,19800,
Tue Mar 21 2000,Denver Nuggets,83,Utah Jazz,96,Box Score,,19628,
Tue Mar 21 2000,Golden State Warriors,82,Vancouver Grizzlies,98,Box Score,,13555,
Wed Mar 22 2000,Minnesota Timberwolves,109,Boston Celtics,106,Box Score,,16606,
Wed Mar 22 2000,New Jersey Nets,103,Charlotte Hornets,119,Box Score,,15595,
Wed Mar 22 2000,Golden State Warriors,96,Los Angeles Lakers,119,Box Score,,18843,
Wed Mar 22 2000,Chicago Bulls,67,New York Knicks,78,Box Score,,19763,
Wed Mar 22 2000,Atlanta Hawks,90,Orlando Magic,103,Box Score,,12524,
Wed Mar 22 2000,Toronto Raptors,93,Philadelphia 76ers,106,Box Score,,20753,
Wed Mar 22 2000,Sacramento Kings,93,Phoenix Suns,114,Box Score,,19023,
Wed Mar 22 2000,Detroit Pistons,104,Portland Trail Blazers,95,Box Score,,20452,
Wed Mar 22 2000,Los Angeles Clippers,78,San Antonio Spurs,103,Box Score,,18556,
Thu Mar 23 2000,Cleveland Cavaliers,104,Dallas Mavericks,98,Box Score,,13043,
Thu Mar 23 2000,Washington Wizards,100,Denver Nuggets,86,Box Score,,13773,
Thu Mar 23 2000,Los Angeles Clippers,95,Houston Rockets,110,Box Score,,14270,
Thu Mar 23 2000,Milwaukee Bucks,105,Indiana Pacers,84,Box Score,,18345,
Fri Mar 24 2000,Denver Nuggets,68,Chicago Bulls,70,Box Score,,21808,
Fri Mar 24 2000,Portland Trail Blazers,96,Golden State Warriors,83,Box Score,,15356,
Fri Mar 24 2000,Phoenix Suns,101,Los Angeles Lakers,109,Box Score,,18997,
Fri Mar 24 2000,Miami Heat,99,Milwaukee Bucks,87,Box Score,,17597,
Fri Mar 24 2000,Minnesota Timberwolves,116,New Jersey Nets,115,Box Score,OT,17655,
Fri Mar 24 2000,Atlanta Hawks,83,New York Knicks,95,Box Score,,19763,
Fri Mar 24 2000,Houston Rockets,96,Orlando Magic,112,Box Score,,14109,
Fri Mar 24 2000,Boston Celtics,115,Philadelphia 76ers,117,Box Score,2OT,20660,
Fri Mar 24 2000,Detroit Pistons,103,Sacramento Kings,113,Box Score,,17317,
Fri Mar 24 2000,Utah Jazz,98,Seattle SuperSonics,95,Box Score,,17072,
Fri Mar 24 2000,Charlotte Hornets,102,Toronto Raptors,84,Box Score,,19800,
Sat Mar 25 2000,Charlotte Hornets,86,Atlanta Hawks,70,Box Score,,14609,
Sat Mar 25 2000,Washington Wizards,93,Dallas Mavericks,86,Box Score,,15403,
Sat Mar 25 2000,Detroit Pistons,126,Los Angeles Clippers,107,Box Score,,17840,
Sat Mar 25 2000,Cleveland Cavaliers,76,San Antonio Spurs,96,Box Score,,35217,
Sat Mar 25 2000,Utah Jazz,84,Vancouver Grizzlies,75,Box Score,,14143,
Sun Mar 26 2000,Chicago Bulls,78,Houston Rockets,123,Box Score,,14745,
Sun Mar 26 2000,Philadelphia 76ers,111,Indiana Pacers,101,Box Score,,18345,
Sun Mar 26 2000,Boston Celtics,84,Milwaukee Bucks,99,Box Score,,16567,
Sun Mar 26 2000,Toronto Raptors,101,Minnesota Timberwolves,106,Box Score,OT,19902,
Sun Mar 26 2000,Denver Nuggets,112,New Jersey Nets,110,Box Score,,15825,
Sun Mar 26 2000,Miami Heat,69,Orlando Magic,94,Box Score,,13505,
Sun Mar 26 2000,Golden State Warriors,82,Phoenix Suns,90,Box Score,,19023,
Sun Mar 26 2000,New York Knicks,93,Portland Trail Blazers,89,Box Score,,20497,
Sun Mar 26 2000,Los Angeles Lakers,90,Sacramento Kings,89,Box Score,,17317,
Mon Mar 27 2000,San Antonio Spurs,90,Seattle SuperSonics,82,Box Score,,14738,
Mon Mar 27 2000,Dallas Mavericks,113,Utah Jazz,105,Box Score,,19911,
Tue Mar 28 2000,Denver Nuggets,111,Atlanta Hawks,116,Box Score,,9945,
Tue Mar 28 2000,Toronto Raptors,99,Cleveland Cavaliers,96,Box Score,,20562,
Tue Mar 28 2000,Golden State Warriors,86,Houston Rockets,121,Box Score,,14496,
Tue Mar 28 2000,Dallas Mavericks,112,Los Angeles Clippers,102,Box Score,,10157,
Tue Mar 28 2000,Phoenix Suns,78,Miami Heat,81,Box Score,,15923,
Tue Mar 28 2000,Philadelphia 76ers,102,Minnesota Timberwolves,100,Box Score,,16991,
Tue Mar 28 2000,Indiana Pacers,106,New Jersey Nets,111,Box Score,,17676,
Tue Mar 28 2000,Boston Celtics,87,Orlando Magic,122,Box Score,,13413,
Tue Mar 28 2000,San Antonio Spurs,89,Portland Trail Blazers,85,Box Score,,20584,
Tue Mar 28 2000,New York Knicks,95,Sacramento Kings,103,Box Score,,17317,
Wed Mar 29 2000,Cleveland Cavaliers,86,Chicago Bulls,81,Box Score,,21819,
Wed Mar 29 2000,Charlotte Hornets,98,Detroit Pistons,91,Box Score,,14997,
Wed Mar 29 2000,New York Knicks,110,Seattle SuperSonics,95,Box Score,,16034,
Wed Mar 29 2000,Philadelphia 76ers,84,Utah Jazz,98,Box Score,,19911,
Wed Mar 29 2000,Los Angeles Lakers,108,Vancouver Grizzlies,99,Box Score,,16780,
Wed Mar 29 2000,Denver Nuggets,101,Washington Wizards,93,Box Score,,12301,
Thu Mar 30 2000,Phoenix Suns,118,Atlanta Hawks,74,Box Score,,11870,
Thu Mar 30 2000,Milwaukee Bucks,104,Los Angeles Clippers,85,Box Score,,10854,
Thu Mar 30 2000,Chicago Bulls,80,Miami Heat,105,Box Score,,15886,
Thu Mar 30 2000,Houston Rockets,90,Minnesota Timberwolves,122,Box Score,,15009,
Thu Mar 30 2000,Toronto Raptors,103,New Jersey Nets,107,Box Score,,18493,
Thu Mar 30 2000,Dallas Mavericks,85,Portland Trail Blazers,96,Box Score,,20399,
Thu Mar 30 2000,Golden State Warriors,90,San Antonio Spurs,102,Box Score,,18793,
Fri Mar 31 2000,Washington Wizards,104,Boston Celtics,102,Box Score,,16560,
Fri Mar 31 2000,Toronto Raptors,101,Charlotte Hornets,110,Box Score,OT,23799,
Fri Mar 31 2000,Phoenix Suns,98,Detroit Pistons,97,Box Score,,22076,
Fri Mar 31 2000,Minnesota Timberwolves,85,Indiana Pacers,109,Box Score,,18345,
Fri Mar 31 2000,Philadelphia 76ers,88,Los Angeles Lakers,100,Box Score,,18997,
Fri Mar 31 2000,New Jersey Nets,97,Orlando Magic,103,Box Score,,15495,
Fri Mar 31 2000,Sacramento Kings,108,Seattle SuperSonics,123,Box Score,,16274,
Fri Mar 31 2000,Golden State Warriors,97,Utah Jazz,114,Box Score,,19911,
Fri Mar 31 2000,New York Knicks,89,Vancouver Grizzlies,83,Box Score,,16632,
Sat Apr 1 2000,Charlotte Hornets,90,Chicago Bulls,87,Box Score,,21882,
Sat Apr 1 2000,Boston Celtics,103,Cleveland Cavaliers,109,Box Score,,18698,
Sat Apr 1 2000,Utah Jazz,92,Denver Nuggets,112,Box Score,,19099,
Sat Apr 1 2000,Atlanta Hawks,93,Houston Rockets,115,Box Score,,15290,
Sat Apr 1 2000,Milwaukee Bucks,79,Portland Trail Blazers,113,Box Score,,20390,
Sun Apr 2 2000,Chicago Bulls,83,Cleveland Cavaliers,74,Box Score,,14270,
Sun Apr 2 2000,Milwaukee Bucks,117,Golden State Warriors,113,Box Score,,10002,
Sun Apr 2 2000,New York Knicks,82,Los Angeles Lakers,106,Box Score,,18997,
Sun Apr 2 2000,San Antonio Spurs,84,Miami Heat,88,Box Score,,19600,
Sun Apr 2 2000,Phoenix Suns,87,Minnesota Timberwolves,86,Box Score,,19006,
Sun Apr 2 2000,Detroit Pistons,113,New Jersey Nets,92,Box Score,,17097,
Sun Apr 2 2000,Seattle SuperSonics,82,Portland Trail Blazers,95,Box Score,,20417,
Sun Apr 2 2000,Philadelphia 76ers,95,Sacramento Kings,117,Box Score,,17317,
Sun Apr 2 2000,Indiana Pacers,104,Toronto Raptors,83,Box Score,,19800,
Sun Apr 2 2000,Dallas Mavericks,100,Vancouver Grizzlies,86,Box Score,,12941,
Tue Apr 4 2000,Boston Celtics,105,Charlotte Hornets,112,Box Score,,16305,
Tue Apr 4 2000,Sacramento Kings,102,Dallas Mavericks,105,Box Score,,14029,
Tue Apr 4 2000,Utah Jazz,103,Los Angeles Clippers,93,Box Score,,13819,
Tue Apr 4 2000,Cleveland Cavaliers,85,Miami Heat,111,Box Score,,15625,
Tue Apr 4 2000,Chicago Bulls,73,Milwaukee Bucks,92,Box Score,,14064,
Tue Apr 4 2000,Atlanta Hawks,76,Minnesota Timberwolves,86,Box Score,OT,13233,
Tue Apr 4 2000,San Antonio Spurs,97,Orlando Magic,107,Box Score,,15267,
Tue Apr 4 2000,Los Angeles Lakers,84,Phoenix Suns,83,Box Score,,19023,
Tue Apr 4 2000,Denver Nuggets,93,Seattle SuperSonics,106,Box Score,,14220,
Tue Apr 4 2000,Detroit Pistons,104,Toronto Raptors,88,Box Score,,19800,
Tue Apr 4 2000,Houston Rockets,100,Vancouver Grizzlies,102,Box Score,,12742,
Tue Apr 4 2000,New Jersey Nets,93,Washington Wizards,102,Box Score,,12146,
Wed Apr 5 2000,Boston Celtics,106,Detroit Pistons,111,Box Score,,14581,
Wed Apr 5 2000,Los Angeles Lakers,111,Golden State Warriors,104,Box Score,,18621,
Wed Apr 5 2000,New Jersey Nets,101,Indiana Pacers,105,Box Score,,18345,
Wed Apr 5 2000,Atlanta Hawks,86,Philadelphia 76ers,107,Box Score,,19099,
Wed Apr 5 2000,Houston Rockets,118,Portland Trail Blazers,105,Box Score,,20384,
Wed Apr 5 2000,Sacramento Kings,108,San Antonio Spurs,98,Box Score,,24333,
Thu Apr 6 2000,Milwaukee Bucks,88,Chicago Bulls,90,Box Score,,21841,
Thu Apr 6 2000,Dallas Mavericks,116,Denver Nuggets,115,Box Score,OT,14673,
Thu Apr 6 2000,Minnesota Timberwolves,112,Los Angeles Clippers,90,Box Score,,15317,
Thu Apr 6 2000,Charlotte Hornets,70,Miami Heat,76,Box Score,,15803,
Thu Apr 6 2000,Washington Wizards,92,New York Knicks,101,Box Score,,19763,
Thu Apr 6 2000,Phoenix Suns,85,Utah Jazz,105,Box Score,,19911,
Thu Apr 6 2000,Portland Trail Blazers,87,Vancouver Grizzlies,89,Box Score,,12234,
Fri Apr 7 2000,Toronto Raptors,104,Atlanta Hawks,84,Box Score,,19499,
Fri Apr 7 2000,Philadelphia 76ers,102,Boston Celtics,97,Box Score,,18342,
Fri Apr 7 2000,Detroit Pistons,97,Charlotte Hornets,82,Box Score,,20002,
Fri Apr 7 2000,Utah Jazz,105,Golden State Warriors,84,Box Score,,11321,
Fri Apr 7 2000,Cleveland Cavaliers,94,Indiana Pacers,95,Box Score,,18345,
Fri Apr 7 2000,Miami Heat,103,New Jersey Nets,85,Box Score,,16039,
Fri Apr 7 2000,New York Knicks,96,Orlando Magic,89,Box Score,,17248,
Fri Apr 7 2000,Minnesota Timberwolves,95,Sacramento Kings,92,Box Score,,17317,
Fri Apr 7 2000,Houston Rockets,119,Seattle SuperSonics,116,Box Score,,14713,
Sat Apr 8 2000,Toronto Raptors,98,Chicago Bulls,79,Box Score,,22137,
Sat Apr 8 2000,Detroit Pistons,98,Cleveland Cavaliers,117,Box Score,,20562,
Sat Apr 8 2000,Los Angeles Clippers,96,Dallas Mavericks,98,Box Score,,13552,
Sat Apr 8 2000,Seattle SuperSonics,97,Denver Nuggets,105,Box Score,,17808,
Sat Apr 8 2000,San Antonio Spurs,98,Los Angeles Lakers,80,Box Score,,18997,
Sat Apr 8 2000,New Jersey Nets,101,Milwaukee Bucks,109,Box Score,,17365,
Sat Apr 8 2000,Vancouver Grizzlies,85,Portland Trail Blazers,98,Box Score,,20415,
Sat Apr 8 2000,Atlanta Hawks,98,Washington Wizards,108,Box Score,,15232,
Sun Apr 9 2000,Indiana Pacers,80,Charlotte Hornets,96,Box Score,,19312,
Sun Apr 9 2000,Denver Nuggets,103,Golden State Warriors,117,Box Score,,11604,
Sun Apr 9 2000,Utah Jazz,90,Houston Rockets,99,Box Score,,15834,
Sun Apr 9 2000,New York Knicks,94,Miami Heat,95,Box Score,OT,19600,
Sun Apr 9 2000,Philadelphia 76ers,80,Orlando Magic,92,Box Score,,14006,
Sun Apr 9 2000,Phoenix Suns,102,Sacramento Kings,97,Box Score,,17317,
Sun Apr 9 2000,San Antonio Spurs,107,Vancouver Grizzlies,99,Box Score,,14206,
Mon Apr 10 2000,Atlanta Hawks,94,Boston Celtics,99,Box Score,,15006,
Mon Apr 10 2000,Seattle SuperSonics,103,Los Angeles Lakers,106,Box Score,OT,18997,
Mon Apr 10 2000,Orlando Magic,87,Milwaukee Bucks,104,Box Score,,13964,
Mon Apr 10 2000,Detroit Pistons,100,Minnesota Timberwolves,102,Box Score,,15374,
Mon Apr 10 2000,Indiana Pacers,81,New York Knicks,83,Box Score,,19763,
Mon Apr 10 2000,Miami Heat,80,Philadelphia 76ers,96,Box Score,,20374,
Mon Apr 10 2000,Cleveland Cavaliers,103,Toronto Raptors,112,Box Score,,19800,
Mon Apr 10 2000,Portland Trail Blazers,90,Utah Jazz,86,Box Score,,19911,
Mon Apr 10 2000,Charlotte Hornets,107,Washington Wizards,105,Box Score,,12071,
Tue Apr 11 2000,New Jersey Nets,93,Chicago Bulls,100,Box Score,,21812,
Tue Apr 11 2000,Portland Trail Blazers,81,Dallas Mavericks,92,Box Score,,14005,
Tue Apr 11 2000,Houston Rockets,103,Denver Nuggets,93,Box Score,,14348,
Tue Apr 11 2000,Vancouver Grizzlies,97,Golden State Warriors,109,Box Score,,10127,
Tue Apr 11 2000,Phoenix Suns,95,Los Angeles Clippers,88,Box Score,,14724,
Tue Apr 11 2000,San Antonio Spurs,98,Sacramento Kings,92,Box Score,OT,17317,
Wed Apr 12 2000,Orlando Magic,91,Boston Celtics,95,Box Score,,14462,
Wed Apr 12 2000,Atlanta Hawks,87,Charlotte Hornets,119,Box Score,,15809,
Wed Apr 12 2000,Milwaukee Bucks,101,Cleveland Cavaliers,100,Box Score,,13240,
Wed Apr 12 2000,Miami Heat,73,Detroit Pistons,90,Box Score,,17388,
Wed Apr 12 2000,Toronto Raptors,73,Indiana Pacers,77,Box Score,,18345,
Wed Apr 12 2000,New Jersey Nets,89,New York Knicks,91,Box Score,OT,19763,
Wed Apr 12 2000,Washington Wizards,84,Philadelphia 76ers,93,Box Score,,19836,
Wed Apr 12 2000,Vancouver Grizzlies,116,Phoenix Suns,122,Box Score,OT,18463,
Wed Apr 12 2000,Minnesota Timberwolves,83,Seattle SuperSonics,110,Box Score,,14178,
Wed Apr 12 2000,Los Angeles Clippers,93,Utah Jazz,102,Box Score,,19911,
Thu Apr 13 2000,Washington Wizards,109,Chicago Bulls,103,Box Score,,21881,
Thu Apr 13 2000,Dallas Mavericks,102,Houston Rockets,111,Box Score,,14634,
Thu Apr 13 2000,Golden State Warriors,107,Sacramento Kings,130,Box Score,,17317,
Thu Apr 13 2000,Portland Trail Blazers,93,San Antonio Spurs,77,Box Score,,30641,
Fri Apr 14 2000,Philadelphia 76ers,104,Atlanta Hawks,92,Box Score,,18697,
Fri Apr 14 2000,Chicago Bulls,91,Boston Celtics,106,Box Score,,14899,
Fri Apr 14 2000,Seattle SuperSonics,103,Dallas Mavericks,117,Box Score,,18014,
Fri Apr 14 2000,Golden State Warriors,97,Denver Nuggets,105,Box Score,,13358,
Fri Apr 14 2000,Sacramento Kings,114,Los Angeles Lakers,121,Box Score,,18997,
Fri Apr 14 2000,Indiana Pacers,105,Miami Heat,101,Box Score,,19821,
Fri Apr 14 2000,Charlotte Hornets,109,Milwaukee Bucks,106,Box Score,OT,15839,
Fri Apr 14 2000,Orlando Magic,96,New Jersey Nets,88,Box Score,,16347,
Fri Apr 14 2000,Los Angeles Clippers,88,Phoenix Suns,112,Box Score,,18538,
Fri Apr 14 2000,New York Knicks,71,Toronto Raptors,86,Box Score,,19800,
Fri Apr 14 2000,Minnesota Timberwolves,104,Vancouver Grizzlies,94,Box Score,2OT,17748,
Sat Apr 15 2000,New York Knicks,96,Cleveland Cavaliers,106,Box Score,,20562,
Sat Apr 15 2000,Denver Nuggets,115,Los Angeles Clippers,114,Box Score,OT,17738,
Sat Apr 15 2000,Detroit Pistons,94,Philadelphia 76ers,100,Box Score,,20748,
Sat Apr 15 2000,Utah Jazz,83,San Antonio Spurs,106,Box Score,,28114,
Sat Apr 15 2000,Milwaukee Bucks,120,Washington Wizards,116,Box Score,OT,18702,
Sun Apr 16 2000,Cleveland Cavaliers,101,Atlanta Hawks,104,Box Score,,14061,
Sun Apr 16 2000,Charlotte Hornets,105,Boston Celtics,102,Box Score,,17278,
Sun Apr 16 2000,Vancouver Grizzlies,106,Dallas Mavericks,114,Box Score,,13947,
Sun Apr 16 2000,Indiana Pacers,112,Detroit Pistons,101,Box Score,,17629,
Sun Apr 16 2000,Seattle SuperSonics,121,Houston Rockets,112,Box Score,,15474,
Sun Apr 16 2000,Minnesota Timberwolves,95,Los Angeles Lakers,101,Box Score,,18912,
Sun Apr 16 2000,Orlando Magic,84,Miami Heat,95,Box Score,,19247,
Sun Apr 16 2000,Utah Jazz,96,Phoenix Suns,82,Box Score,,19023,
Sun Apr 16 2000,Sacramento Kings,95,Portland Trail Blazers,102,Box Score,,20584,
Sun Apr 16 2000,Chicago Bulls,84,Toronto Raptors,85,Box Score,,19800,
Mon Apr 17 2000,Minnesota Timberwolves,101,Golden State Warriors,96,Box Score,,11362,
Mon Apr 17 2000,Milwaukee Bucks,85,Orlando Magic,83,Box Score,,17248,
Mon Apr 17 2000,Indiana Pacers,92,Philadelphia 76ers,90,Box Score,,20797,
Mon Apr 17 2000,Vancouver Grizzlies,93,San Antonio Spurs,100,Box Score,,19913,
Tue Apr 18 2000,New Jersey Nets,109,Atlanta Hawks,111,Box Score,2OT,11412,
Tue Apr 18 2000,Philadelphia 76ers,93,Chicago Bulls,89,Box Score,,22325,
Tue Apr 18 2000,Charlotte Hornets,103,Cleveland Cavaliers,88,Box Score,,14481,
Tue Apr 18 2000,Los Angeles Lakers,102,Dallas Mavericks,112,Box Score,,18190,
Tue Apr 18 2000,Utah Jazz,104,Denver Nuggets,105,Box Score,OT,16422,
Tue Apr 18 2000,Portland Trail Blazers,116,Los Angeles Clippers,100,Box Score,,18964,
Tue Apr 18 2000,Toronto Raptors,73,Miami Heat,97,Box Score,,19710,
Tue Apr 18 2000,Detroit Pistons,88,New York Knicks,100,Box Score,,19763,
Tue Apr 18 2000,Houston Rockets,107,Phoenix Suns,98,Box Score,,19023,
Tue Apr 18 2000,Seattle SuperSonics,119,Sacramento Kings,112,Box Score,OT,17317,
Tue Apr 18 2000,Boston Celtics,114,Washington Wizards,81,Box Score,,17304,
Wed Apr 19 2000,New York Knicks,85,Boston Celtics,112,Box Score,,18624,
Wed Apr 19 2000,Miami Heat,73,Charlotte Hornets,83,Box Score,,18838,
Wed Apr 19 2000,Chicago Bulls,91,Detroit Pistons,112,Box Score,,16771,
Wed Apr 19 2000,Phoenix Suns,99,Golden State Warriors,88,Box Score,,14212,
Wed Apr 19 2000,Vancouver Grizzlies,96,Houston Rockets,92,Box Score,,16285,
Wed Apr 19 2000,Atlanta Hawks,92,Indiana Pacers,111,Box Score,,18345,
Wed Apr 19 2000,Washington Wizards,105,Milwaukee Bucks,110,Box Score,,14874,
Wed Apr 19 2000,Dallas Mavericks,113,Minnesota Timberwolves,107,Box Score,,16818,
Wed Apr 19 2000,Cleveland Cavaliers,111,New Jersey Nets,108,Box Score,,16202,
Wed Apr 19 2000,Toronto Raptors,100,Orlando Magic,106,Box Score,,16545,
Wed Apr 19 2000,Denver Nuggets,96,Portland Trail Blazers,95,Box Score,,20403,
Wed Apr 19 2000,Los Angeles Lakers,98,San Antonio Spurs,103,Box Score,OT,29447,
Wed Apr 19 2000,Los Angeles Clippers,114,Seattle SuperSonics,106,Box Score,,15373,
Wed Apr 19 2000,Sacramento Kings,86,Utah Jazz,95,Box Score,,19911,
Sat Apr 22 2000,Philadelphia 76ers,92,Charlotte Hornets,82,Box Score,,15023,
Sat Apr 22 2000,Detroit Pistons,85,Miami Heat,95,Box Score,,16500,
Sat Apr 22 2000,Phoenix Suns,72,San Antonio Spurs,70,Box Score,,21916,
Sat Apr 22 2000,Seattle SuperSonics,93,Utah Jazz,104,Box Score,,19911,
Sun Apr 23 2000,Milwaukee Bucks,85,Indiana Pacers,88,Box Score,,18345,
Sun Apr 23 2000,Sacramento Kings,107,Los Angeles Lakers,117,Box Score,,18997,
Sun Apr 23 2000,Toronto Raptors,88,New York Knicks,92,Box Score,,19763,
Sun Apr 23 2000,Minnesota Timberwolves,88,Portland Trail Blazers,91,Box Score,,19980,
Mon Apr 24 2000,Philadelphia 76ers,98,Charlotte Hornets,108,Box Score,OT,11686,
Mon Apr 24 2000,Seattle SuperSonics,87,Utah Jazz,101,Box Score,,19911,
Tue Apr 25 2000,Detroit Pistons,82,Miami Heat,84,Box Score,,16500,
Tue Apr 25 2000,Phoenix Suns,70,San Antonio Spurs,85,Box Score,,20617,
Wed Apr 26 2000,Toronto Raptors,83,New York Knicks,84,Box Score,,19763,
Wed Apr 26 2000,Minnesota Timberwolves,82,Portland Trail Blazers,86,Box Score,,20568,
Thu Apr 27 2000,Milwaukee Bucks,104,Indiana Pacers,91,Box Score,,18345,
Thu Apr 27 2000,Sacramento Kings,89,Los Angeles Lakers,113,Box Score,,18997,
Fri Apr 28 2000,Charlotte Hornets,76,Philadelphia 76ers,81,Box Score,,20849,
Sat Apr 29 2000,Miami Heat,91,Detroit Pistons,72,Box Score,,14507,
Sat Apr 29 2000,Indiana Pacers,109,Milwaukee Bucks,96,Box Score,,18717,
Sat Apr 29 2000,San Antonio Spurs,94,Phoenix Suns,101,Box Score,,19023,
Sat Apr 29 2000,Utah Jazz,78,Seattle SuperSonics,89,Box Score,,16713,
Sun Apr 30 2000,Portland Trail Blazers,87,Minnesota Timberwolves,94,Box Score,,19006,
Sun Apr 30 2000,Los Angeles Lakers,91,Sacramento Kings,99,Box Score,,17317,
Sun Apr 30 2000,New York Knicks,87,Toronto Raptors,80,Box Score,,19996,
Mon May 1 2000,Charlotte Hornets,99,Philadelphia 76ers,105,Box Score,,20712,
Mon May 1 2000,Indiana Pacers,87,Milwaukee Bucks,100,Box Score,,18072,
Tue May 2 2000,San Antonio Spurs,78,Phoenix Suns,89,Box Score,,19023,
Tue May 2 2000,Los Angeles Lakers,88,Sacramento Kings,101,Box Score,,17317,
Tue May 2 2000,Portland Trail Blazers,85,Minnesota Timberwolves,77,Box Score,,19006,
Wed May 3 2000,Utah Jazz,93,Seattle SuperSonics,104,Box Score,,16631,
Thu May 4 2000,Milwaukee Bucks,95,Indiana Pacers,96,Box Score,,18345,
Fri May 5 2000,Sacramento Kings,86,Los Angeles Lakers,113,Box Score,,18997,
Fri May 5 2000,Seattle SuperSonics,93,Utah Jazz,96,Box Score,,19911,
Sat May 6 2000,Philadelphia 76ers,91,Indiana Pacers,108,Box Score,,18345,
Sun May 7 2000,Utah Jazz,75,Portland Trail Blazers,94,Box Score,,20351,
Sun May 7 2000,New York Knicks,83,Miami Heat,87,Box Score,,20053,
Sun May 7 2000,Phoenix Suns,77,Los Angeles Lakers,105,Box Score,,18997,
Mon May 8 2000,Philadelphia 76ers,97,Indiana Pacers,103,Box Score,,18345,
Tue May 9 2000,New York Knicks,82,Miami Heat,76,Box Score,,20078,
Tue May 9 2000,Utah Jazz,85,Portland Trail Blazers,103,Box Score,,20463,
